class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_reference,based_on_label,derivative_work_value,text_value,language_value,language_label,subject_value,subject_label,poetic_type_value,poetic_type_label,depicts_value,depicts_label,metre_value,metre_label
MusicComposition,Chi vuol veder un bosco folto e spesso (Vecchi),,,Chi vuol veder un bosco folto e spesso (Vecchi),Chi vuol veder un bosco folto e spesso (Vecchi).md,8YfdeSpr2y5W,134915374642420865260,language,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,,,,,,,,
MusicComposition,Chi vuol veder un bosco folto e spesso (Vecchi),,,Chi vuol veder un bosco folto e spesso (Vecchi),Chi vuol veder un bosco folto e spesso (Vecchi).md,8YfdeSpr2y5W,134915374642420865260,subject,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2i89qrxS3XR,metaphor,,,,,,
MusicComposition,Chi vuol veder un bosco folto e spesso (Vecchi),,,Chi vuol veder un bosco folto e spesso (Vecchi),Chi vuol veder un bosco folto e spesso (Vecchi).md,8YfdeSpr2y5W,134915374642420865260,poetic_type,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PL7MuoUSH2rD,terzina,,,,
MusicComposition,Chi vuol veder un bosco folto e spesso (Vecchi),,,Chi vuol veder un bosco folto e spesso (Vecchi),Chi vuol veder un bosco folto e spesso (Vecchi).md,8YfdeSpr2y5W,134915374642420865260,depicts,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DYmAPqoy7Zec,forest,,
MusicComposition,Chi vuol veder un bosco folto e spesso (Vecchi),,,Chi vuol veder un bosco folto e spesso (Vecchi),Chi vuol veder un bosco folto e spesso (Vecchi).md,8YfdeSpr2y5W,134915374642420865260,depicts,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iUnzyAtvGSK8,river,,
MusicComposition,Chi vuol veder un bosco folto e spesso (Vecchi),,,Chi vuol veder un bosco folto e spesso (Vecchi),Chi vuol veder un bosco folto e spesso (Vecchi).md,8YfdeSpr2y5W,134915374642420865260,depicts,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Rq5MFqmMSfYb,Cupid,,
MusicComposition,Chi vuol veder un bosco folto e spesso (Vecchi),,,Chi vuol veder un bosco folto e spesso (Vecchi),Chi vuol veder un bosco folto e spesso (Vecchi).md,8YfdeSpr2y5W,134915374642420865260,depicts,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nGmjWLga97hz,lightning,,
MusicComposition,Chi vuol veder un bosco folto e spesso (Vecchi),,,Chi vuol veder un bosco folto e spesso (Vecchi),Chi vuol veder un bosco folto e spesso (Vecchi).md,8YfdeSpr2y5W,134915374642420865260,depicts,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NbBMYT8M5qdr,flame,,
MusicComposition,Chi vuol veder un bosco folto e spesso (Vecchi),,,Chi vuol veder un bosco folto e spesso (Vecchi),Chi vuol veder un bosco folto e spesso (Vecchi).md,8YfdeSpr2y5W,134915374642420865260,depicts,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Suq86ApyHSzQ,weeping,,
MusicComposition,Chi vuol veder un bosco folto e spesso (Vecchi),,,Chi vuol veder un bosco folto e spesso (Vecchi),Chi vuol veder un bosco folto e spesso (Vecchi).md,8YfdeSpr2y5W,134915374642420865260,metre,,,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable
